id,Type,EV,DemPct,RepPct,Margin
Alabama,Pres,9,34.1007200596886,64.5720920581522,-30.4713719984636
Alaska,Pres,3,41.4061275604195,54.5448093749723,-13.1386818145528
Arizona,Pres,11,46.5447672055908,52.0548259401081,-5.5100587345173
Arkansas,Pres,6,33.5599098992454,64.1968721780099,-30.6369622787645
California,Pres,54,58.3804618286251,38.2757037743411,20.104758054284
Colorado,Pres,10,54.1276863639282,43.1428441670099,10.9848421969183
Connecticut,Pres,7,56.3983718114166,41.893906231346,14.5044655800706
D.C.,Pres,3,90.28,6.47,83.31
Delaware,Pres,3,56.4927316966653,41.7909894874754,14.7017422091899
Florida,Pres,30,42.824315198302,55.8743958304471,-13.0500806321451
Georgia,Pres,16,48.3024219484134,50.4843574560111,-2.1819355075977
Hawaii,Pres,4,60.5851353103633,37.4802835682532,23.1048517421101
Idaho,Pres,4,30.2624961067461,66.611344859199,-36.3488487524529
Illinois,Pres,19,54.1890405515551,43.3311802035194,10.8578603480357
Indiana,Pres,11,39.5152184831061,58.4183766159016,-18.9031581327955
Iowa,Pres,6,42.5173098263547,55.7268203420968,-13.2095105157421
Kansas,Pres,6,40.7993590151597,56.8201610699055,-16.0208020547458
Kentucky,Pres,8,33.8999511754957,64.4008694035995,-30.5009182281038
Louisiana,Pres,8,38.210241781786,60.2152493180035,-22.0050075362175
Maine,Pres,2,52.401383250639,45.4640805893851,6.9373026612539
ME-1,Pres,1,59.69,38.09,21.60
ME-2,Pres,1,44.46,53.50,-9.05
Maryland,Pres,10,62.6190866441938,34.0828230207739,28.5362636234199
Massachusetts,Pres,11,61.2182281093069,36.022527196036,25.1957009132709
Michigan,Pres,15,48.2221798911441,49.6337255497641,-1.41154565862
Minnesota,Pres,10,50.9225488026749,46.6831391060629,4.239409696612
Mississippi,Pres,6,37.9533240510612,60.8127626904709,-22.8594386394097
Missouri,Pres,10,39.9653872694523,58.3198878065522,-18.3545005370999
Montana,Pres,4,38.3835307631322,58.2737623328109,-19.8902315696787
NE-1,Pres,1,42.52,55.49,-12.96
NE-2,Pres,1,51.32,46.73,4.59
NE-3,Pres,1,22.44,76.03,-53.60
Nebraska,Pres,2,38.8575923510421,59.3180715451458,-20.4604791941037
