id,NAME,TotalPop,PopDevPct,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,color,opacity
"1","1","775867","-0.00054855","0.23740424","0.74713979","0.75400632","0.24599368","0.13676121","0.06197937","0.00110613","0.02167375","0.02265356","585824","-0.50973555",#960018,"0.5"
"2","2","776635","0.00044077","0.63952093","0.33724238","0.42011041","0.57988959","0.42235883","0.110602","0.00121183","0.04163275","0.01762551","610649","0.30227855",#00008b,"0.5"
"3","3","776761","0.00060308","0.2535113","0.7322942","0.68976186","0.31023814","0.18637527","0.07319886","0.00089563","0.02438888","0.02771525","589531","-0.4787829",#960018,"0.5"
"4","4","776382","0.00011486","0.16196795","0.82737311","0.77715624","0.22284376","0.13383207","0.04154614","0.00166171","0.01704948","0.02790655","589754","-0.66540516",#960018,"0.5"
"5","5","776218","-9.64e-05","0.50934262","0.47609213","0.44091728","0.55908272","0.49217932","0.03777452","0.0011932","0.01416165","0.01777495","593363","0.03325049",#b3b3ff,"0.5"
"6","6","775894","-0.00051377","0.5623819","0.42059294","0.42775599","0.57224401","0.49365093","0.04945737","0.00092447","0.01993758","0.01251523","601427","0.14178896",#2020ff,"0.5"
"1","1","781497","0.00050584","0.58807322","0.37579013","0.72347799","0.27652201","0.07605048","0.15208829","0.00177064","0.03996994","0.01715258","631975","0.21228309",#00008b,"0.5"
"2","2","781157","7.056e-05","0.58238612","0.37720987","0.71391076","0.28608924","0.06879073","0.1162725","0.001318","0.0678099","0.01466252","619880","0.20517625",#00008b,"0.5"
"3","3","780230","-0.00111623","0.58679641","0.3737128","0.69322437","0.30677563","0.06679892","0.08022156","0.00110172","0.12609109","0.00925473","623573","0.21308361",#00008b,"0.5"
"4","4","781991","0.00113828","0.58395171","0.38086233","0.72459267","0.27540733","0.1171633","0.06722857","0.0012667","0.05942048","0.01147121","620510","0.20308938",#00008b,"0.5"
"5","5","780918","-0.00023542","0.60749509","0.35069217","0.74444744","0.25555256","0.06711761","0.06938435","0.00131965","0.09858423","0.01018779","638804","0.25680292",#00008b,"0.5"
"6","6","781210","0.00013841","0.58805918","0.37640778","0.69675348","0.30324652","0.06024491","0.20294258","0.00146789","0.04027452","0.01364843","617214","0.2116514",#00008b,"0.5"
"7","7","780786","-0.00040441","0.71830573","0.23859726","0.47693837","0.52306163","0.21149262","0.19975547","0.00183321","0.11344272","0.01352127","651862","0.47970847",#00008b,"0.5"
"8","8","781124","2.831e-05","0.63922637","0.31989372","0.77719373","0.22280627","0.0362066","0.06343225","0.00104061","0.09013113","0.01031727","618865","0.31933265",#00008b,"0.5"
"9","9","781004","-0.00012532","0.57961555","0.38522039","0.79535598","0.20464402","0.06384001","0.03513977","0.00122925","0.07451329","0.01089948","641040","0.19439516",#00008b,"0.5"
"1","1","771221","-0.00090926","0.61195177","0.35961384","0.46202245","0.53797755","0.40345602","0.09598552","0.0014311","0.03151376","0.01810914","607925","0.25233793",#00008b,"0.5"
"2","2","772145","0.00028776","0.58492822","0.3846874","0.587022","0.412978","0.26697553","0.06953763","0.00138479","0.05903455","0.02129623","610202","0.20024082",#00008b,"0.5"
"3","3","771828","-0.00012291","0.58631421","0.37969533","0.58212329","0.41787671","0.2765113","0.05194209","0.0013324","0.07802997","0.01446417","603422","0.20661888",#00008b,"0.5"
"4","4","772366","0.00057405","0.67304613","0.29144032","0.48107374","0.51892626","0.19994802","0.19984742","0.00177224","0.10962409","0.02173971","596420","0.38160581",#00008b,"0.5"
"5","5","772344","0.00054555","0.67476167","0.29787849","0.3657708","0.6342292","0.51749007","0.07201304","0.00205608","0.03562988","0.02241482","598711","0.37688318",#00008b,"0.5"
