id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
CO-07,721975,0.58528135,0.38626556,0.76498476,0.23501524,0.01893944,0.13813405,0.00242511,0.04913707,0.0300259,576469,0.19901579,White
CO-08,721485,0.56727831,0.40365969,0.45801264,0.54198736,0.10478288,0.35679587,0.00483562,0.06033699,0.04062809,540365,0.16361862,Minority
CT-01,720758,0.63235227,0.34989965,0.57123794,0.42876206,0.17695233,0.18065203,0.00159431,0.06892498,0.01495927,573290,0.28245262,White
CT-02,721029,0.53031864,0.45309684,0.80288351,0.19711649,0.05369853,0.08333716,0.0018488,0.04054415,0.01990436,587409,0.0772218,White
CT-03,722095,0.62710397,0.3524847,0.44674673,0.55325327,0.2467041,0.25699658,0.00207717,0.04930417,0.01818714,567599,0.27461927,Minority
CT-04,721776,0.58396993,0.3997794,0.67936607,0.32063393,0.0725625,0.16124643,0.00101071,0.06753214,0.01110536,560000,0.18419053,White
CT-05,720286,0.48267273,0.50172609,0.82741437,0.17258563,0.04397784,0.07231004,0.00094504,0.03716633,0.01357653,580929,-0.01905336,White
DE-AL,989948,0.56567569,0.41948412,0.62437671,0.37562329,0.22762886,0.08666531,0.001349,0.04834195,0.01994402,783543,0.14619157,White
FL-01,769572,0.30809179,0.67711506,0.71997717,0.28002283,0.13724982,0.06679952,0.0037943,0.04229988,0.03178636,606172,-0.36902327,White
FL-02,769905,0.40137641,0.58464102,0.6566918,0.3433082,0.22888774,0.06429594,0.00184164,0.02788605,0.02343771,619557,-0.18326461,White
FL-03,769472,0.39841706,0.58826581,0.67700502,0.32299498,0.1504742,0.11403674,0.00160254,0.0395721,0.01991573,624632,-0.18984875,White
FL-04,769907,0.40870311,0.57800777,0.57315615,0.42684385,0.30397758,0.07384991,0.0025862,0.03236118,0.02105205,593149,-0.16930466,White
FL-05,770166,0.39575129,0.58781237,0.65220967,0.34779033,0.14941885,0.10926961,0.00282295,0.07182632,0.01853131,606811,-0.19206108,White
FL-06,769289,0.37386275,0.61415062,0.73876773,0.26123227,0.10090148,0.11617183,0.00163633,0.02483952,0.01977932,634956,-0.24028787,White
FL-07,769926,0.40549529,0.58007438,0.65653529,0.34346471,0.11637348,0.16770836,0.0019607,0.04470204,0.02047825,614066,-0.17457909,White
FL-08,768714,0.4313263,0.55281953,0.61518149,0.38481851,0.10227215,0.21994578,0.00271725,0.05077526,0.02108186,626368,-0.12149323,White
FL-09,769122,0.4156818,0.57140933,0.48602227,0.51397773,0.12161052,0.3502241,0.00240111,0.03881939,0.0199689,602637,-0.15572753,Minority
FL-10,768420,0.6161191,0.36754417,0.33416702,0.66583298,0.27394657,0.32902843,0.00295869,0.05335124,0.0167487,600942,0.24857493,Minority
FL-11,768416,0.41495584,0.57220089,0.63884162,0.36115838,0.11660447,0.17667588,0.00198186,0.04568759,0.0174114,620628,-0.15724505,White
FL-12,768592,0.40678137,0.57721504,0.60659533,0.39340467,0.16828544,0.16349348,0.00192754,0.04983405,0.01927699,613737,-0.17043367,White
FL-13,769919,0.42006918,0.56527206,0.5826636,0.4173364,0.08630982,0.26947237,0.00189828,0.05291933,0.01733802,615295,-0.14520288,White
FL-14,768418,0.41662402,0.56932705,0.57972105,0.42027895,0.145301,0.22705038,0.00205526,0.03853832,0.02218541,594084,-0.15270303,White
FL-15,769169,0.43511362,0.55057313,0.75970099,0.24029901,0.06592744,0.11101925,0.00178254,0.04277467,0.01926911,643465,-0.11545951,White
FL-16,769126,0.42315807,0.56440585,0.73268281,0.26731719,0.11105122,0.10916402,0.00146227,0.0284127,0.016638,640101,-0.14124778,White
FL-17,769498,0.36876933,0.62070022,0.80812044,0.19187956,0.04327666,0.10925539,0.00117586,0.0208822,0.01424069,659940,-0.25193089,White
FL-18,768463,0.37437236,0.61414839,0.60070819,0.39929181,0.14597495,0.22151932,0.00156953,0.01998551,0.02090838,604638,-0.23977603,White
FL-19,769034,0.35738861,0.63115102,0.6714823,0.3285177,0.07574713,0.21851187,0.00110476,0.02201973,0.01285586,635430,-0.27376241,White
FL-20,769811,0.71259139,0.27568301,0.25115098,0.74884902,0.5005541,0.21524664,0.00195223,0.03057103,0.0118795,601877,0.43690838,Black
FL-21,770164,0.40426679,0.58477936,0.66905675,0.33094325,0.13502028,0.15395867,0.00159463,0.02565554,0.01638031,628987,-0.18051257,White
FL-22,769770,0.4499218,0.53755281,0.63258396,0.36741604,0.1216754,0.20040405,0.00138755,0.02887704,0.01521451,638535,-0.08763101,White
FL-23,769304,0.5266578,0.46110033,0.54504014,0.45495986,0.14822684,0.23236808,0.00164105,0.04942034,0.01054635,614241,0.06555747,White
FL-24,769269,0.69991115,0.28819933,0.10885665,0.89114335,0.50202603,0.38311967,0.00151932,0.02829477,0.01017742,602903,0.41171182,Black
FL-25,768752,0.45026124,0.5373779,0.39664368,0.60335632,0.07519783,0.4889769,0.00138542,0.03404222,0.01132288,638795,-0.08711666,Hispanic
FL-26,769045,0.41243343,0.57712384,0.1762926,0.8237074,0.0970854,0.7012271,0.00109366,0.03743163,0.00764593,619022,-0.16469041,Hispanic
FL-27,768387,0.40547369,0.58333468,0.16639706,0.83360294,0.05717061,0.75072666,0.00087151,0.0302569,0.00802776,629939,-0.17786099,Hispanic
FL-28,768546,0.38183066,0.60876113,0.20899335,0.79100665,0.11858475,0.66317013,0.00099126,0.01994358,0.01228309,608316,-0.22693047,Hispanic
GA-01,764558,0.42135797,0.57321475,0.59551955,0.40448045,0.28952704,0.0704233,0.00290487,0.02911649,0.01925686,590387,-0.15185678,White
GA-02,765068,0.43124623,0.56450303,0.51164833,0.48835167,0.39681665,0.05828613,0.00177652,0.02042992,0.01665782,584290,-0.1332568,White
GA-03,765863,0.39883048,0.59501497,0.60802829,0.39197171,0.2856303,0.05886113,0.00202869,0.03039107,0.02032965,585106,-0.19618449,White
GA-04,766044,0.81606986,0.17468571,0.23656764,0.76343236,0.60760743,0.09616862,0.00135237,0.05830564,0.01685854,585638,0.64138415,Black
GA-05,765795,0.76779303,0.22236633,0.40841954,0.59158046,0.40354625,0.11419138,0.00149972,0.06408026,0.01684387,625450,0.5454267,Minority
GA-06,764832,0.86591654,0.12693734,0.13202121,0.86797879,0.7540836,0.08611557,0.00128171,0.0294741,0.01561465,576574,0.7389792,Black
GA-07,765653,0.40590282,0.58489114,0.57671399,0.42328601,0.13202923,0.16706827,0.00132307,0.10966389,0.02203286,583492,-0.17898832,White
GA-08,764316,0.42866694,0.5672099,0.53927899,0.46072101,0.38020147,0.05156091,0.00107273,0.01813256,0.01571807,587286,-0.13854296,White
GA-09,764730,0.41533625,0.57501518,0.49690458,0.50309542,0.20777498,0.18535131,0.00140661,0.09942041,0.02350877,572297,-0.15967893,Minority
GA-10,764596,0.43167008,0.56223971,0.61323854,0.38676146,0.29028545,0.0540965,0.00126013,0.02533508,0.01797568,595972,-0.13056963,White
GA-11,765417,0.37816718,0.61220588,0.72420777,0.27579223,0.1129447,0.08906916,0.0012576,0.04983627,0.02201389,586039,-0.2340387,White
GA-12,764681,0.42323099,0.57187,0.55585832,0.44414168,0.35678107,0.04771543,0.00224278,0.02637315,0.01757298,584989,-0.14863901,White
GA-13,765884,0.41255926,0.57621022,0.66199766,0.33800234,0.09618783,0.08787282,0.00116997,0.13536459,0.01680156,582922,-0.16365096,White
GA-14,764471,0.28535518,0.7090471,0.73707212,0.26292788,0.12390313,0.10009451,0.00108652,0.01428172,0.02802191,579832,-0.42369192,White
HI-01,727502,0.59628087,0.38242165,0.31815095,0.68184905,0.02401282,0.09569419,0.28379491,0.4325984,0.03034013,568488,0.21385922,Asian
HI-02,727769,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956681,Asian
IA-01,797654,0.45335933,0.52824174,0.84415125,0.15584875,0.04889876,0.057581,0.00171609,0.02865315,0.01635614,618850,-0.07488241,White
IA-02,797263,0.44110637,0.54151042,0.88238909,0.11761091,0.0479242,0.03161814,0.00311657,0.01787408,0.01472832,616703,-0.10040405,White
IA-03,797716,0.50852961,0.473065,0.80843194,0.19156806,0.05343808,0.0678155,0.00331165,0.05102646,0.01529722,606646,0.03546461,White
IA-04,797736,0.2905163,0.69350561,0.88297165,0.11702835,0.01957875,0.06223187,0.00268957,0.01355477,0.0168316,607904,-0.40298931,White
ID-01,918830,0.3091256,0.66099784,0.7995543,0.2004457,0.0133178,0.12654716,0.00437272,0.02538603,0.0309743,676238,-0.35187224,White
ID-02,920276,0.29924702,0.67540209,0.82948946,0.17051054,0.01005624,0.094441,0.0039548,0.02170212,0.03510473,700162,-0.37615507,White
IL-01,753672,0.60303391,0.37698313,0.43260707,0.56739293,0.47085472,0.08151673,0.00031628,0.01086332,0.00619352,537497,0.22605078,Black
IL-02,753734,0.6009219,0.38101429,0.42423532,0.57576468,0.47478236,0.08746391,0.00026564,0.00806635,0.00607312,545848,0.21990761,Black
IL-03,753717,0.60779544,0.36611416,0.48970649,0.51029351,0.06397685,0.37281935,0.00024597,0.06798677,0.00409467,483800,0.24168128,Minority
IL-04,753658,0.58397364,0.3858948,0.32447058,0.67552942,0.06901389,0.55100193,0.00017702,0.05217271,0.00318405,446287,0.19807884,Hispanic
IL-05,753634,0.60857312,0.36967184,0.73194044,0.26805956,0.04963565,0.12305474,0.00009269,0.08943352,0.00522939,539451,0.23890128,White
IL-06,753707,0.53277405,0.4332562,0.74706243,0.25293757,0.08464942,0.10755937,0.00019993,0.05466838,0.00535788,545178,0.09951785,White
IL-07,753657,0.83346298,0.14686304,0.35779845,0.64220155,0.46185309,0.09711444,0.00033202,0.07695428,0.0049678,557188,0.68659994,Black
IL-08,753747,0.56412104,0.41063638,0.76978666,0.23021334,0.02989376,0.10715529,0.00027012,0.08896604,0.00405939,525695,0.15348466,White
IL-09,753670,0.57307845,0.40246291,0.6905116,0.3094884,0.07058517,0.11550595,0.00063055,0.11496087,0.00595221,526527,0.17061554,White
IL-10,753588,0.56595768,0.41191255,0.71005178,0.28994822,0.09207713,0.14914454,0.00039557,0.03814791,0.008047,530881,0.15404513,White
IL-11,753608,0.53724024,0.43512417,0.69959671,0.30040329,0.06321313,0.16615152,0.00029698,0.06531847,0.00593959,528656,0.10211607,White
IL-12,753731,0.26140783,0.71925591,0.90771098,0.09228902,0.04941606,0.01914406,0.00021068,0.00793669,0.01471119,579083,-0.45784808,White
IL-13,753634,0.56144203,0.41071381,0.70849715,0.29150285,0.20805825,0.03923224,0.00029729,0.03201275,0.01267809,568461,0.15072822,White
IL-14,753627,0.53532969,0.4355207,0.65547745,0.34452255,0.10946346,0.14621347,0.00015199,0.08401414,0.00394612,526340,0.09980899,White
IL-15,753640,0.28153073,0.69679873,0.9341937,0.0658063,0.02750831,0.02092596,0.00033361,0.00693844,0.01022789,578516,-0.415268,White
IL-16,753764,0.57168495,0.40605413,0.72550223,0.27449777,0.03702759,0.13866602,0.00044106,0.09273869,0.00528116,521476,0.16563082,White
IL-17,753720,0.53180975,0.44287333,0.75442147,0.24557853,0.13491231,0.07553457,0.00058851,0.02473892,0.00829324,553945,0.08893642,White
IN-01,753822,0.49472395,0.48956732,0.63150493,0.36849507,0.1894632,0.14360532,0.00091854,0.01835005,0.02105568,580271,0.00515663000000005,White
IN-02,754157,0.36275794,0.62175831,0.78842225,0.21157775,0.07024887,0.09793951,0.00107312,0.01995437,0.02192351,570301,-0.25900037,White
IN-03,754216,0.33477695,0.64839117,0.83199515,0.16800485,0.06581538,0.05384443,0.00113181,0.02750764,0.01864296,563698,-0.31361422,White
IN-04,753732,0.38271412,0.59953898,0.84210262,0.15789738,0.04074254,0.04579358,0.00563418,0.04702835,0.01909138,598490,-0.21682486,White
